Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2018-06-12,45.48390579223633,45.5619678490818,45.21660271359628,45.273376102976336,67644400
2018-06-13,45.110164642333984,45.62584643794907,45.04866283217583,45.517031655929124,86553600
2018-06-14,45.13381576538086,45.31596057888163,44.99661610412454,45.31122856036312,86440400
2018-06-15,44.6701774597168,44.98242572578577,44.53297779215371,44.951673018210656,246876800
2018-06-18,44.64653396606445,44.76007717327769,44.28224424577315,44.44310043134259,73939600
2018-06-19,43.92504119873047,44.076433299478275,43.39516704137694,43.794937766180226,134314000
2018-06-20,44.11665344238281,44.28223801491003,43.934508607866384,44.08117232308161,82514800
2018-06-21,43.87063980102539,44.55427032867904,43.74763257948827,44.29406343878758,102847600
2018-06-22,43.742889404296875,44.03384531826105,43.6908480395915,44.0267490966623,108801600
2018-06-25,43.09238052368164,43.74289404199558,42.75174741293988,43.383336468493475,126652400
2018-06-26,43.62698745727539,44.123744728742274,43.17990735674422,43.28635792168182,98276800
2018-06-27,43.563114166259766,44.30115011752738,43.532361465132965,43.816221168738046,101141200
2018-06-28,43.880096435546875,44.048048797133816,43.47796150277597,43.54892734019965,69460800
2018-06-29,43.787845611572266,44.27987088708251,43.26743544249482,44.06697335691033,90950800
2018-07-02,44.277503967285156,44.30589247089848,43.38807572597858,43.4826980555683,70925200
2018-07-03,43.50635528564453,44.45965324366076,43.41646496590489,44.421804308036364,55819200
2018-07-05,43.856449127197266,44.09536737618511,43.591513795499964,43.8233322107351,66416800
2018-07-06,44.464385986328125,44.57319716617693,43.80914026437983,43.86118164934169,69940800
2018-07-09,45.08176803588867,45.10542090620227,44.778983863887056,44.8262932139863,79026400
2018-07-10,45.02737045288086,45.247360594137255,44.98715370821526,45.11252874195781,63756400
2018-07-11,44.44309997558594,44.89254438957308,44.37923034303881,44.58976010046046,75326000
2018-07-12,45.188228607177734,45.27811892611248,44.7813615765416,44.83340296019085,72164400
2018-07-13,45.25920104980469,45.37984048793925,45.15748247259528,45.20006343336102,50055600
2018-07-16,45.15984344482422,45.57143888284523,45.04393243474662,45.3041393514624,60172400
2018-07-17,45.28758239746094,45.386933152154526,44.75534389122667,44.885447359089724,62138000
2018-07-18,45.039188385009766,45.3703610641401,44.92800942388048,45.36562904615294,65573600
2018-07-19,45.389286041259766,45.5477743556412,44.871240154692515,44.871240154692515,81147200
2018-07-20,45.285221099853516,45.5194037475689,44.98480100194971,45.36564739079671,82704800
2018-07-23,45.3254280090332,45.40822210327195,44.84049890593436,45.105434232341366,63957600
2018-07-24,45.654239654541016,45.81036382740535,45.42951743513101,45.52413617715407,74791600
2018-07-25,46.08475875854492,46.091854983034054,45.51939973810648,45.668427671324864,66839600
2018-07-26,45.94045639038086,46.35441960496236,45.79852470159238,46.03507510992466,76304000
2018-07-27,45.17639923095703,46.1722781100309,44.96823731105261,46.124968746846854,96096000
2018-07-30,44.923282623291016,45.464981394364806,44.72458117438404,45.39401555990595,84118000
2018-07-31,45.013179779052734,45.45079951875537,44.788457592235076,45.015547593417764,157492000
2018-08-01,47.66490173339844,47.72640353299923,46.673755060285146,47.10427848590774,271742800
2018-08-02,49.05818557739258,49.29237176452415,47.3928724084301,47.4472779878545,249616000
2018-08-03,49.20012283325195,49.37753564709099,48.60637897287463,48.97303284336989,133789600
2018-08-06,49.45560073852539,49.49817808389991,48.982499872729456,49.20249004277745,101701600
2018-08-07,48.99195098876953,49.55730627154574,48.90915690920469,49.514728934264944,102349600
2018-08-08,49.02507400512695,49.157541661352525,48.37929237629085,48.74121422614746,90102000
2018-08-09,49.41065979003906,49.62355375400296,49.01325315197339,49.56441614073816,93970400
2018-08-10,49.26346969604492,49.63615802396937,49.05932275702003,49.223115531859115,98444800
2018-08-13,49.581565856933594,50.075316755482326,49.303831655649645,49.68601364999049,103563600
2018-08-14,49.79046630859375,49.98274357272346,49.43676872429337,49.88779300001047,82992000
2018-08-15,49.90677261352539,50.02546261378595,49.453375943218546,49.664643998797075,115230400
2018-08-16,50.63789749145508,50.75421135986023,50.19874309331178,50.26520919586642,114001600
2018-08-17,51.64915084838867,51.73698030633501,50.59993147962187,50.66639760273782,141708000
2018-08-20,51.145904541015625,52.028954949320145,51.06282007892816,51.77258769595775,121150800
2018-08-21,51.046199798583984,51.55656903377476,50.80644727346733,51.46399096742954,104639200
2018-08-22,51.048583984375,51.35955129169982,50.76135251040176,50.82307364580705,76072400
2018-08-23,51.15303039550781,51.52334270929257,50.94176228714947,50.95362839243488,75532800
2018-08-24,51.312068939208984,51.48772784593229,51.06281917946899,51.41651673354817,73905600
2018-08-27,51.7346076965332,51.92451245736226,51.35242567838758,51.54707543219164,82100400
2018-08-28,52.15239715576172,52.351795531872654,51.967241003354104,51.9886043389091,91107200
2018-08-29,52.93099594116211,53.05206206974539,52.08355115173743,52.25921004869096,109019200
2018-08-30,53.417625427246094,54.18436187501415,52.79331481770957,52.99508928286878,195175200
2018-08-31,54.03480529785156,54.32915415102751,53.64787477644396,53.768937260689135,173360400
2018-09-04,54.20810317993164,54.40275291881206,53.79743674689333,54.219972905723175,109560400
2018-09-05,53.85441207885742,54.519076959259664,53.43425198819361,54.357660260003286,133332000
2018-09-06,52.95949172973633,53.96835696368413,52.532206906226115,53.70248883898211,137160000
2018-09-07,52.53219985961914,53.49833467055365,52.39214651523999,52.66275959680805,150479200
2018-09-10,51.82718276977539,52.66276149578296,51.385655765808345,52.449117293915904,158066000
2018-09-11,53.13752746582031,53.24434776756155,51.407024813509835,51.75122517340147,142996000
2018-09-12,52.477603912353516,53.41050567281546,52.18562387340728,53.39626345084379,197114800
2018-09-13,53.745216369628906,54.20573423228745,52.83367787441951,53.05918819069494,166825600
2018-09-14,53.13513946533203,53.847279480539015,52.8217997421493,53.58853614432535,127997200
2018-09-17,51.720359802246094,52.92387461747475,51.57555784548122,52.7339698774686,148780400
2018-09-18,51.805809020996094,52.66275090826804,51.53994097582142,51.69898513047292,126286800
2018-09-19,51.83666229248047,52.13338725156117,51.107907676486306,51.86752284730673,108495200
2018-09-20,52.23073196411133,52.76483707510181,52.02183636161945,52.28058336820857,106435200
2018-09-21,51.66814041137695,52.54644583555684,51.58030733346659,52.40876497760596,384986800
2018-09-24,52.4111328125,52.522701711224435,51.423634686068496,51.46873746922922,110773600
2018-09-25,52.743465423583984,52.89301599016302,52.15238788998584,52.16425761500714,98217600
2018-09-26,52.32331085205078,53.11378686326382,52.16663914774575,52.46099171745834,95938800
2018-09-27,53.39863586425781,53.752333405242965,53.06392915991599,53.13039889923353,120724800
2018-09-28,53.5861701965332,53.60990602666179,53.17787624815003,53.360656266454455,91717600
2018-10-01,53.946983337402344,54.45972506223345,53.730970266832315,54.110776134678815,94403200
2018-10-02,54.426483154296875,54.597397034784954,53.79742763731377,53.944602070238616,99152800
2018-10-03,55.08879089355469,55.42112152044148,54.54518854127222,54.60928217007616,114619200
2018-10-04,54.12026596069336,55.155242876065586,53.821164851058356,54.78255454806998,128168000
2018-10-05,53.24197006225586,54.21997833574172,52.36129210115528,54.11315803718363,134322000
2018-10-08,53.1185302734375,53.36303141431904,52.2710818285735,52.74821800655406,118655600
2018-10-09,53.85441207885742,53.949366274419,52.75771738057964,53.087675513125205,107564000
2018-10-10,51.35953903198242,53.73096663231739,51.28595180853307,53.51969856861734,167962400
2018-10-11,50.90614318847656,52.1049129814977,50.400526222593946,50.92276152805053,212497600
2018-10-12,52.7244758605957,52.90725948836735,51.47348215349086,52.32330305126062,161351600
2018-10-15,51.596923828125,52.6580128594491,51.57556049458657,52.49896867288773,123164000
2018-10-16,52.73396682739258,52.93336878503825,51.454488741312446,51.96960291912326,116736000
2018-10-17,52.506099700927734,52.850300087428536,52.06694511054678,52.76959173072979,91541600
2018-10-18,51.278839111328125,52.161893181865885,50.561950350379284,51.71561753142815,130325200
2018-10-19,52.05982208251953,52.522712490239414,51.61354639603452,51.76309699781032,132314800
2018-10-22,52.37790298461914,53.02120446965428,51.971985155404845,52.17375601076135,115168400
2018-10-23,52.87165069580078,52.995089320060046,50.96548943018461,51.233730011133105,155071200
2018-10-24,51.058067321777344,53.22772054648877,50.92750758714553,52.840793579292914,163702000
2018-10-25,52.17612838745117,52.55118924843808,51.4521186121958,51.68000502193236,119423200
2018-10-26,51.34530258178711,52.26871077821082,50.483611890840734,51.25034839397748,189033600
2018-10-29,50.38154602050781,52.15002677053585,48.92165645556463,52.03133673869327,183742000
2018-10-30,50.63315963745117,51.079431617704415,49.67651843439709,50.12279041465033,146640000
2018-10-31,51.9529914855957,52.33042484927199,51.421258935154796,51.48298005871331,153435600
2018-11-01,52.75059509277344,52.783828154946114,51.4663681507219,51.99810076761686,233292800
2018-11-02,49.25161361694336,50.71624814601477,48.76498377166749,49.742992077595275,365314800
2018-11-05,47.85343933105469,48.5181041388236,47.04160006391353,48.49674080545637,264654800
2018-11-06,48.37092971801758,48.59644002204796,47.87717882105648,47.9317752137491,127531600
2018-11-07,49.83793640136719,49.864048349461974,48.45638651506329,48.89316489943807,133697600
2018-11-08,49.66404342651367,50.052320434232975,49.24955972898359,50.01897142188709,101450400
2018-11-09,48.70643997192383,49.073279068614745,48.17761737913154,48.963705311777055,137463200
2018-11-12,46.252891540527344,47.605916175766964,46.1623712500842,47.40343772654492,204542000
2018-11-13,45.7907829284668,46.969913349271664,45.604980735359135,45.647860121721884,187531600
2018-11-14,44.4973030090332,46.32674067294323,44.29005935438452,46.18857944810062,243204000
2018-11-15,45.59545135498047,45.72884742077253,44.52112960091977,44.87606127472165,185915200
2018-11-16,46.1004524230957,46.44347295974592,45.130946523451215,45.3786815583818,147713200
2018-11-19,44.27339172363281,45.42631894360854,44.06615168008175,45.25957387208643,167701200
2018-11-20,42.15809631347656,43.22765269611012,41.80792988484393,42.489205645373524,271300800
2018-11-21,42.110469818115234,42.94181822856761,42.0556829179585,42.81318369021779,124496800
2018-11-23,41.04090881347656,42.067589699866495,40.99565228703064,41.67216302634215,94496000
2018-11-26,41.59593963623047,41.67454882548846,40.55735111674046,41.505422937655,179994000
2018-11-27,41.50542449951172,41.63167463510301,40.70504429258656,40.85511308247997,165549600
2018-11-28,43.101402282714844,43.184772991183316,41.66976834253551,42.09854392890178,184250000
2018-11-29,42.770294189453125,43.54447104132237,42.329607450635095,43.51112203001725,167080000
2018-11-30,42.539241790771484,42.95610634654788,42.1700181715583,42.946575978372955,158126000
2018-12-03,44.02566146850586,44.05424530249469,43.165729326561774,43.939906331769016,163210000
2018-12-04,42.089027404785156,43.44681406190694,41.98898034949938,43.103793509629774,165377200
2018-12-06,41.619754791259766,41.63404670780796,40.59545836632005,40.91465661846375,172393600
2018-12-07,40.13572692871094,41.56497705466002,40.09046675982585,41.32676870033517,169126400
2018-12-10,40.40013885498047,40.516858623812624,38.906571436862954,39.30437895741088,248104000
2018-12-11,40.169063568115234,40.92179897327455,39.780782907152584,40.89083436840354,189126800
2018-12-12,40.28101348876953,40.95275881299063,40.2619563940355,40.59068128258235,142510800
2018-12-13,40.721710205078125,41.1076101421206,40.38822002222205,40.6121364170413,127594400
2018-12-14,39.418701171875,40.276252347094136,39.37106024764494,40.257195250448206,162814800
2018-12-17,39.05187225341797,40.10237180865223,38.7636385891992,39.411565505255,177151600
2018-12-18,39.55924987792969,39.90703192311452,39.15905808682064,39.39488558701543,135366000
2018-12-19,38.3253288269043,39.887974513339486,37.896553209341036,39.5425732450804,196189200
2018-12-20,37.35821533203125,38.61595510788309,36.993756853504344,38.20861723700372,259092000
2018-12-21,35.90513229370117,37.6750216680512,35.6431053719121,37.36535018341882,382978400
2018-12-24,34.97611999511719,36.10046329698791,34.9189487029854,35.29055301491782,148676800
2018-12-26,37.43918991088867,37.453481824208964,34.94991444565074,35.32628391375255,234330000
2018-12-27,37.196224212646484,37.343915828787566,35.74792096197973,37.12238022196103,212468400
2018-12-28,37.21527862548828,37.76077762302166,36.81509045914528,37.51780415930204,169165600
2018-12-31,37.57497787475586,37.9608741506893,37.27483309590084,37.76316082907262,140014000
2019-01-02,37.617855072021484,37.839390685649526,36.738865845414956,36.896084198987076,148158800
2019-01-03,33.87083053588867,34.71170533997153,33.825570388313054,34.297221690076654,365248800
2019-01-04,35.31676483154297,35.385847281021086,34.25435774125792,34.428248800159444,234428400
2019-01-07,35.2381477355957,35.452537360060994,34.7545852369162,35.42156912174751,219111200
2019-01-08,35.9099006652832,36.16478528700009,35.378697182298566,35.62643221113831,164101200
2019-01-09,36.519710540771484,36.81032493088937,35.64310582188923,36.038528801184015,180396400
2019-01-10,36.63643264770508,36.676927617426905,35.93609975244225,36.326761169795496,143122800
2019-01-11,36.276737213134766,36.61261175890216,36.09093504627831,36.417282860183526,108092800
2019-01-14,35.73125076293945,36.03377637046816,35.54544854975383,35.933729304504425,129756800
2019-01-15,36.46255111694336,36.538775893087994,35.74316093670541,35.79556706051702,114843600
2019-01-16,36.90800094604492,37.13191736820857,36.445876182817116,36.46493328627474,122278800
2019-01-17,37.12714385986328,37.5559195046028,36.50780085804286,36.73171723000517,119284800
2019-01-18,37.3558235168457,37.60832370736827,37.15572580295646,37.51780339953194,135004000
2019-01-22,36.51734161376953,37.33439452819082,36.35535804199886,37.25816974453543,121576000
2019-01-23,36.66501998901367,36.95563439699075,36.13619728825342,36.71980687861818,92522400
2019-01-24,36.37439727783203,36.79840765141538,36.145719404431865,36.71027176633087,101766000
2019-01-25,37.57973861694336,37.66787815610995,36.760305150477386,37.03662400515112,134142000
2019-01-28,37.231956481933594,37.23910243985736,36.6030867412518,37.11046792768946,104768400
2019-01-29,36.846065521240234,37.667887229596545,36.7102886529711,37.22005437226278,166348800
2019-01-30,39.363914489746094,39.5783004672499,38.16810802124798,38.88749797549803,244439200
2019-01-31,39.64739227294922,40.257204973829765,39.199559480528016,39.56878309333675,162958400
2019-02-01,39.66644287109375,40.25243319065065,39.52589722677174,39.771255093393634,130672400
2019-02-04,40.79316711425781,40.89083337940167,39.847479971250806,39.878448210142714,125982000
2019-02-05,41.491119384765625,41.70550903271067,41.05520140029468,41.17668632312443,144406400
2019-02-06,41.50542449951172,41.82224204337491,41.174315036113065,41.60308716126109,112958400
2019-02-07,40.719322204589844,41.43394701369877,40.57639578886016,41.06710424288514,126966800
2019-02-08,40.76716995239258,40.826977430058655,40.29110111604144,40.42746391729229,95280000
2019-02-11,40.5327262878418,40.95855893207921,40.48966665155167,40.920281266248566,83973600
2019-02-12,40.88200759887695,40.9083230404144,40.59732336325164,40.6930175371876,89134000
2019-02-13,40.712135314941406,41.26236471615155,40.6499368662459,41.001605048089175,89960800
2019-02-14,40.86045837402344,40.970502058840765,40.520752431185734,40.599698718306556,87342800
2019-02-15,40.76955795288086,41.07577192408644,40.60927436251219,40.96811920223984,98507200
2019-02-19,40.891563415527344,41.013572995865594,40.54707543963872,40.59970630755749,75891200
2019-02-20,41.154720306396484,41.463328928356844,40.90592281110477,40.953768062081025,104457600
2019-02-21,40.922672271728516,41.23606290385882,40.74085883448169,41.09970373851349,68998800
2019-02-22,41.37959289550781,41.38676949992422,40.9992182600049,41.047063506233734,75652800
2019-02-25,41.68103790283203,42.07337491940095,41.61405380124903,41.664293702616156,87493600
2019-02-26,41.704952239990234,41.93700555357512,41.42744465771321,41.556630858244425,68280800
2019-02-27,41.834129333496094,41.86523038704116,41.3221775193489,41.4370104938114,111341600
2019-02-28,41.42265701293945,41.843703986261865,41.367635156328895,41.702559216958875,112861600
2019-03-01,41.858055114746094,41.90111474377129,41.36045649397887,41.6929859027658,103544800
2019-03-04,42.06857681274414,42.52311213491494,41.6188234600239,42.03029915498957,109744800
2019-03-05,41.99203109741211,42.10446946129772,41.755192142563,42.09011624894793,78949600
2019-03-06,41.75040054321289,41.98245382364105,41.61164677190009,41.78628356581174,83241600
2019-03-07,41.26716613769531,41.73127282208399,41.152336784456246,41.59490999919565,99185600
2019-03-08,41.3652458190918,41.40352348189286,40.54947092614344,40.74564121022977,95997600
2019-03-11,42.79823684692383,42.85086772826256,41.94897343970943,41.98246548689231,128044000
2019-03-12,43.27908706665039,43.70013042498477,42.91067093404369,43.06138695650634,129870400
2019-03-13,43.470458984375,43.85083358146815,43.281465352871756,43.59964150118398,124130000
2019-03-14,43.95371627807617,44.04223383897426,43.673817683619376,43.99438493022536,94318000
2019-03-15,44.52547073364258,44.814940537743325,43.956106016627054,44.221651369018744,156171600
2019-03-18,44.98000717163086,45.06852106720787,44.446521862203355,44.44891649745156,104879200
2019-03-19,44.62354278564453,45.21204981168655,44.47761243388648,45.05894285659267,126585600
2019-03-20,45.01350021362305,45.33167642823351,44.19293973376268,44.55178459455299,124140800
2019-03-21,46.671363830566406,46.96801024304123,45.40823015544598,45.458470044388214,204136800
2019-03-22,45.70487594604492,47.29336243407434,45.64028284695774,46.731170674231585,169630800
2019-03-25,45.15225601196289,45.927358609615716,44.64030413374622,45.814920256190476,175381200
2019-03-26,44.685752868652344,46.1426657813242,44.157056816652506,45.85080500180008,199202000
2019-03-27,45.0876579284668,45.39626288224438,44.62833697497821,45.15464200603648,119393600
2019-03-28,45.14747619628906,45.34842847704672,44.8627919733694,45.2024980623719,83121600
2019-03-29,45.44173049926758,45.472831562406654,45.104415377151454,45.41302407197583,94256000
2019-04-01,45.750328063964844,45.855586155213935,45.066130393873266,45.84601856523079,111448000
2019-04-02,46.41539001464844,46.52065176331116,45.704876861533926,45.71444445215832,91062800
2019-04-03,46.73357009887695,47.00868306890755,46.207261312169265,46.23118576624114,93087200
2019-04-04,46.81490707397461,46.97758167937359,46.20487000301009,46.59959793991464,76457200
2019-04-05,47.128292083740234,47.152216534789176,46.87231432887972,46.996714903688506,74106400
2019-04-08,47.869903564453125,47.90100096863392,46.97039682086633,46.989535650555254,103526800
2019-04-09,47.72637939453125,48.5278012605482,47.661786280016884,47.92254972366387,143072800
2019-04-10,47.99430465698242,48.02301472919259,47.41058307694635,47.5301980351387,86781200
2019-04-11,47.59479522705078,48.08521732787959,47.47278927333321,48.04933429748006,83603200
2019-04-12,47.57565689086914,47.87947993607481,46.939308026197594,47.654603208931675,111042800
2019-04-15,47.66177749633789,47.810102533826864,47.36991669237575,47.50627950340221,70146400
