Price,Close,High,Low,Open,Volume,SMA_20,RSI
2018-07-05,43.85644912719727,44.09536737618511,43.591513795499964,43.8233322107351,66416800,44.331793022155765,47.93149726710318
2018-07-06,44.464385986328125,44.57319716617693,43.80914026437983,43.86118164934169,69940800,44.26685981750488,54.12524778546956
2018-07-09,45.08176803588867,45.10542090620227,44.778983863887056,44.8262932139863,79026400,44.25361251831055,59.40626773344983
2018-07-10,45.02737045288086,45.247360594137255,44.98715370821526,45.11252874195781,63756400,44.24320392608642,58.7643661875853
2018-07-11,44.44309997558594,44.89254438957308,44.37923034303881,44.58976010046046,75326000,44.19116363525391,52.23572497597014
2018-07-12,45.18822860717773,45.27811892611248,44.7813615765416,44.83340296019085,72164400,44.19506683349609,58.55898602391455
2018-07-13,45.25920104980469,45.37984048793925,45.15748247259528,45.20006343336102,50055600,44.20133609771729,59.114191442772345
2018-07-16,45.15984344482422,45.57143888284523,45.04393243474662,45.3041393514624,60172400,44.22581939697265,57.943812669798504
2018-07-17,45.28758239746094,45.386933152154526,44.75534389122667,44.885447359089724,62138000,44.25787181854248,59.065900478534935
2018-07-18,45.039188385009766,45.3703610641401,44.92800942388048,45.36562904615294,65573600,44.31357917785645,55.94036320427976
2018-07-19,45.389286041259766,45.5477743556412,44.871240154692515,44.871240154692515,81147200,44.377210807800296,59.21610259167493
2018-07-20,45.28522109985352,45.5194037475689,44.98480100194971,45.36564739079671,82704800,44.4479398727417,57.83954860373704
2018-07-23,45.3254280090332,45.40822210327195,44.84049890593436,45.105434232341366,63957600,44.52706680297852,58.243434905006666
2018-07-24,45.654239654541016,45.81036382740535,45.42951743513101,45.52413617715407,74791600,44.65515975952148,61.4923066074335
2018-07-25,46.08475875854492,46.091854983034054,45.51939973810648,45.668427671324864,66839600,44.77804832458496,65.29925124877596
2018-07-26,45.94045639038086,46.35441960496236,45.79852470159238,46.03507510992466,76304000,44.896915435791016,63.049290337945365
2018-07-27,45.17639923095703,46.1722781100309,44.96823731105261,46.124968746846854,96096000,44.961730575561525,52.695938165973715
2018-07-30,44.923282623291016,45.464981394364806,44.72458117438404,45.39401555990595,84118000,45.018502426147464,49.77963945319111
2018-07-31,45.013179779052734,45.45079951875537,44.788457592235076,45.015547593417764,157492000,45.05528621673584,50.82063242724531
2018-08-01,47.66490173339844,47.72640353299923,46.673755060285146,47.10427848590774,271742800,45.263213539123534,70.34650838265259
2018-08-02,49.05818557739258,49.29237176452415,47.3928724084301,47.4472779878545,249616000,45.523300361633304,75.78632843955671
2018-08-03,49.20012283325195,49.37753564709099,48.60637897287463,48.97303284336989,133789600,45.760087203979495,76.26403054714311
2018-08-06,49.45560073852539,49.49817808389991,48.982499872729456,49.20249004277745,101701600,45.97877883911133,77.13830262279222
2018-08-07,48.99195098876953,49.55730627154574,48.90915690920469,49.514728934264944,102349600,46.177007865905765,71.95816743443018
2018-08-08,49.02507400512695,49.157541661352525,48.37929237629085,48.74121422614746,90102000,46.406106567382814,72.10230060451134
2018-08-09,49.41065979003906,49.62355375400296,49.01325315197339,49.56441614073816,93970400,46.61722812652588,73.79111495911364
2018-08-10,49.26346969604492,49.63615802396937,49.05932275702003,49.223115531859115,98444800,46.81744155883789,71.99933667802117
2018-08-13,49.5815658569336,50.075316755482326,49.303831655649645,49.68601364999049,103563600,47.03852767944336,73.49708345259687
2018-08-14,49.79046630859375,49.98274357272346,49.43676872429337,49.88779300001047,82992000,47.263671875,74.46314140459276
2018-08-15,49.90677261352539,50.02546261378595,49.453375943218546,49.664643998797075,115230400,47.50705108642578,75.00932180996942
2018-08-16,50.63789749145508,50.75421135986023,50.19874309331178,50.26520919586642,114001600,47.76948165893555,78.1700959118311
2018-08-17,51.64915084838867,51.73698030633501,50.59993147962187,50.66639760273782,141708000,48.08767814636231,81.63076171762967
2018-08-20,51.145904541015625,52.028954949320145,51.06282007892816,51.77258769595775,121150800,48.37870197296142,75.23851738061191
2018-08-21,51.046199798583984,51.55656903377476,50.80644727346733,51.46399096742954,104639200,48.64829998016357,74.00210458340392
2018-08-22,51.048583984375,51.35955129169982,50.76135251040176,50.82307364580705,76072400,48.89649124145508,74.01310189850543
2018-08-23,51.15303039550781,51.52334270929257,50.94176228714947,50.95362839243488,75532800,49.15711994171143,74.52156487638136
2018-08-24,51.31206893920898,51.48772784593229,51.06281917946899,51.41651673354817,73905600,49.46390342712402,75.31362079011134
2018-08-27,51.7346076965332,51.92451245736226,51.35242567838758,51.54707543219164,82100400,49.804469680786134,77.33004793942958
2018-08-28,52.15239715576172,52.351795531872654,51.967241003354104,51.9886043389091,91107200,50.161430549621585,79.14402291859092
2018-08-29,52.93099594116211,53.05206206974539,52.08355115173743,52.25921004869096,109019200,50.42473526000977,82.0298672617782
2018-08-30,53.417625427246094,54.18436187501415,52.79331481770957,52.99508928286878,195175200,50.64270725250244,83.5609171030384
2018-08-31,54.03480529785156,54.32915415102751,53.64787477644396,53.768937260689135,173360400,50.88444137573242,85.27450350240225
2018-09-04,54.20810317993164,54.40275291881206,53.79743674689333,54.219972905723175,109560400,51.122066497802734,85.72447669765035
2018-09-05,53.85441207885742,54.519076959259664,53.43425198819361,54.357660260003286,133332000,51.36518955230713,80.32929338866829
2018-09-06,52.95949172973633,53.96835696368413,52.532206906226115,53.70248883898211,137160000,51.561910438537595,68.57001803664369
2018-09-07,52.53219985961914,53.49833467055365,52.39214651523999,52.66275959680805,150479200,51.7179874420166,63.76994767541851
2018-09-10,51.82718276977539,52.66276149578296,51.385655765808345,52.449117293915904,158066000,51.84617309570312,56.71532972347507
2018-09-11,53.13752746582031,53.24434776756155,51.407024813509835,51.75122517340147,142996000,52.02397117614746,64.56217503459445
2018-09-12,52.47760391235352,53.41050567281546,52.18562387340728,53.39626345084379,197114800,52.15832805633545,58.78251978831023
2018-09-13,53.745216369628906,54.20573423228745,52.83367787441951,53.05918819069494,166825600,52.350250244140625,65.22268967958492
2018-09-14,53.13513946533203,53.847279480539015,52.8217997421493,53.58853614432535,127997200,52.47511234283447,60.336412082100026
2018-09-17,51.720359802246094,52.92387461747475,51.57555784548122,52.7339698774686,148780400,52.47867279052734,50.82683125053237
2018-09-18,51.805809020996094,52.66275090826804,51.53994097582142,51.69898513047292,126286800,52.511668014526364,51.32581289696948
2018-09-19,51.83666229248047,52.13338725156117,51.107907676486306,51.86752284730673,108495200,52.55119113922119,51.51711626994445
2018-09-20,52.23073196411133,52.76483707510181,52.02183636161945,52.28058336820857,106435200,52.610298538208006,54.00370111423664
2018-09-21,51.66814041137695,52.54644583555684,51.58030733346659,52.40876497760596,384986800,52.636054039001465,50.056576304100865
2018-09-24,52.4111328125,52.522701711224435,51.423634686068496,51.46873746922922,110773600,52.69100723266602,54.75942786762206
2018-09-25,52.743465423583984,52.89301599016302,52.15238788998584,52.16425761500714,98217600,52.74145011901855,56.72242277010448
2018-09-26,52.32331085205078,53.11378686326382,52.16663914774575,52.46099171745834,95938800,52.74999580383301,53.55840072680853
2018-09-27,53.39863586425781,53.752333405242965,53.06392915991599,53.13039889923353,120724800,52.77337779998779,59.747073575622224
2018-09-28,53.5861701965332,53.60990602666179,53.17787624815003,53.360656266454455,91717600,52.78180503845215,60.729902789242644
2018-10-01,53.94698333740234,54.45972506223345,53.730970266832315,54.110776134678815,94403200,52.77741394042969,62.620919863789624
2018-10-02,54.42648315429688,54.597397034784954,53.79742763731377,53.944602070238616,99152800,52.78833293914795,65.03087533424203
2018-10-03,55.08879089355469,55.42112152044148,54.54518854127222,54.60928217007616,114619200,52.85005187988281,68.091067836816
2018-10-04,54.12026596069336,55.155242876065586,53.821164851058356,54.78255454806998,128168000,52.908090591430664,59.84365466007441
2018-10-05,53.24197006225586,54.21997833574172,52.36129210115528,54.11315803718363,134322000,52.9435791015625,53.51361240991705
2018-10-08,53.1185302734375,53.36303141431904,52.2710818285735,52.74821800655406,118655600,53.00814647674561,52.67036727122972
2018-10-09,53.85441207885742,53.949366274419,52.75771738057964,53.087675513125205,107564000,53.04399070739746,57.01855392539556
2018-10-10,51.35953903198242,53.73096663231739,51.28595180853307,53.51969856861734,167962400,52.9880874633789,42.696818931184715
2018-10-11,50.90614318847656,52.1049129814977,50.400526222593946,50.92276152805053,212497600,52.84613380432129,40.69627601949674
2018-10-12,52.7244758605957,52.90725948836735,51.47348215349086,52.32330305126062,161351600,52.82560062408447,50.677387666482275
2018-10-15,51.596923828125,52.6580128594491,51.57556049458657,52.49896867288773,123164000,52.81942882537842,45.557030147536224
2018-10-16,52.73396682739258,52.93336878503825,51.454488741312446,51.96960291912326,116736000,52.865836715698244,50.940185884801885
2018-10-17,52.50609970092773,52.850300087428536,52.06694511054678,52.76959173072979,91541600,52.899308586120604,49.875859089003235
2018-10-18,51.278839111328125,52.161893181865885,50.561950350379284,51.71561753142815,130325200,52.85171394348144,44.48489059761157
2018-10-19,52.05982208251953,52.522712490239414,51.61354639603452,51.76309699781032,132314800,52.87129802703858,48.31351581521154
2018-10-22,52.37790298461914,53.02120446965428,51.971985155404845,52.17375601076135,115168400,52.86963653564453,49.83108017748786
2018-10-23,52.87165069580078,52.995089320060046,50.96548943018461,51.233730011133105,155071200,52.87604579925537,52.17826681486481
2018-10-24,51.058067321777344,53.22772054648877,50.92750758714553,52.840793579292914,163702000,52.8127836227417,44.02978735181648
2018-10-25,52.17612838745117,52.55118924843808,51.4521186121958,51.68000502193236,119423200,52.751658248901364,49.28769505499222
2018-10-26,51.34530258178711,52.26871077821082,50.483611890840734,51.25034839397748,189033600,52.63961486816406,45.84146971961127
2018-10-29,50.38154602050781,52.15002677053585,48.92165645556463,52.03133673869327,183742000,52.46134300231934,42.159013003786974
2018-10-30,50.63315963745117,51.079431617704415,49.67651843439709,50.12279041465033,146640000,52.27167682647705,43.436529860845695
2018-10-31,51.9529914855957,52.33042484927199,51.421258935154796,51.48298005871331,153435600,52.1148868560791,49.710949054012836
2018-11-01,52.75059509277344,52.783828154946114,51.4663681507219,51.99810076761686,233292800,52.046403312683104,53.09698405874134
2018-11-02,49.25161361694336,50.71624814601477,48.76498377166749,49.742992077595275,365314800,51.84688549041748,40.283115325472856
2018-11-05,47.85343933105469,48.5181041388236,47.04160006391353,48.49674080545637,264654800,51.58363094329834,36.493222071377396
2018-11-06,48.37092971801758,48.59644002204796,47.87717882105648,47.9317752137491,127531600,51.30945682525635,38.788639219909754
2018-11-07,49.83793640136719,49.864048349461974,48.45638651506329,48.89316489943807,133697600,51.23337669372559,44.871806929270804
2018-11-08,49.66404342651367,50.052320434232975,49.24955972898359,50.01897142188709,101450400,51.17127170562744,44.30968433771577
2018-11-09,48.70643997192383,49.073279068614745,48.17761737913154,48.963705311777055,137463200,50.97036991119385,41.2454506365831
2018-11-12,46.252891540527344,47.605916175766964,46.1623712500842,47.40343772654492,204542000,50.70316829681396,34.63626568611541
2018-11-13,45.7907829284668,46.969913349271664,45.604980735359135,45.647860121721884,187531600,50.35600910186768,33.5459650801118
2018-11-14,44.4973030090332,46.32674067294323,44.29005935438452,46.18857944810062,243204000,49.95556926727295,30.638692629760342
2018-11-15,45.59545135498047,45.72884742077253,44.52112960091977,44.87606127472165,185915200,49.671399879455564,35.73119968870073
2018-11-16,46.1004524230957,46.44347295974592,45.130946523451215,45.3786815583818,147713200,49.37343139648438,37.986060099073335
2018-11-19,44.27339172363281,45.42631894360854,44.06615168008175,45.25957387208643,167701200,48.96820583343506,33.41787529232691
2018-11-20,42.15809631347656,43.22765269611012,41.80792988484393,42.489205645373524,271300800,48.43252811431885,29.060497693866083
2018-11-21,42.110469818115234,42.94181822856761,42.0556829179585,42.81318369021779,124496800,47.98514823913574,28.968909227618482
2018-11-23,41.04090881347656,42.067589699866495,40.99565228703064,41.67216302634215,94496000,47.42838726043701,26.917228851345584
2018-11-26,41.59593963623047,41.67454882548846,40.55735111674046,41.505422937655,179994000,46.94091911315918,29.699701815872487
2018-11-27,41.50542449951172,41.63167463510301,40.70504429258656,40.85511308247997,165549600,46.49711303710937,29.50243113411979
2018-11-28,43.10140228271485,43.184772991183316,41.66976834253551,42.09854392890178,184250000,46.120525169372556,37.3980896307624
2018-11-29,42.770294189453125,43.54447104132237,42.329607450635095,43.51112203001725,167080000,45.66139030456543,36.48511733095284
2018-11-30,42.53924179077149,42.95610634654788,42.1700181715583,42.946575978372955,158126000,45.15082263946533,35.82783179115992
2018-12-03,44.02566146850586,44.05424530249469,43.165729326561774,43.939906331769016,163210000,44.88952503204346,42.948504313635674
2018-12-04,42.08902740478516,43.44681406190694,41.98898034949938,43.103793509629774,165377200,44.60130443572998,37.162600605028885
2018-12-06,41.619754791259766,41.63404670780796,40.59545836632005,40.91465661846375,172393600,44.26374568939209,35.90052244056362
2018-12-07,40.13572692871094,41.56497705466002,40.09046675982585,41.32676870033517,169126400,43.77863521575928,32.17874203013997
2018-12-10,40.40013885498047,40.516858623812624,38.906571436862954,39.30437895741088,248104000,43.315439987182614,33.50151525347681
2018-12-11,40.169063568115234,40.92179897327455,39.780782907152584,40.89083436840354,189126800,42.888571166992186,32.897647906749555
2018-12-12,40.28101348876953,40.95275881299063,40.2619563940355,40.59068128258235,142510800,42.5899772644043,33.522827235027066
2018-12-13,40.721710205078125,41.1076101421206,40.38822002222205,40.6121364170413,127594400,42.336523628234865,36.04873066609079
2018-12-14,39.418701171875,40.276252347094136,39.37106024764494,40.257195250448206,162814800,42.082593536376955,32.15804507254886
2018-12-17,39.05187225341797,40.10237180865223,38.7636385891992,39.411565505255,177151600,41.75541458129883,31.13911757343702
2018-12-18,39.55924987792969,39.90703192311452,39.15905808682064,39.39488558701543,135366000,41.42835445404053,34.24260965691744
2018-12-19,38.3253288269043,39.887974513339486,37.896553209341036,39.5425732450804,196189200,41.1309513092041,30.627433903912618
2018-12-20,37.35821533203125,38.61595510788309,36.993756853504344,38.20861723700372,259092000,40.890957260131835,28.121467237510544
2018-12-21,35.90513229370117,37.6750216680512,35.6431053719121,37.36535018341882,382978400,40.58069038391113,24.833681823718933
2018-12-24,34.97611999511719,36.10046329698791,34.9189487029854,35.29055301491782,148676800,40.27745094299316,22.98356719781539
2018-12-26,37.43918991088867,37.453481824208964,34.94991444565074,35.32628391375255,234330000,40.069613456726074,36.49253742703827
2018-12-27,37.19622421264648,37.343915828787566,35.74792096197973,37.12238022196103,212468400,39.85415344238281,35.82499648119921
2018-12-28,37.21527862548828,37.76077762302166,36.81509045914528,37.51780415930204,169165600,39.55984725952148,35.92398950744524
2018-12-31,37.57497787475586,37.9608741506893,37.27483309590084,37.76316082907262,140014000,39.300081443786624,37.87227586193887
2019-01-02,37.61785507202149,37.839390685649526,36.738865845414956,36.896084198987076,148158800,39.05401210784912,38.113834427033524
2019-01-03,33.87083053588867,34.71170533997153,33.825570388313054,34.297221690076654,365248800,38.546270561218265,27.9034906800849
2019-01-04,35.31676483154297,35.385847281021086,34.25435774125792,34.428248800159444,234428400,38.207657432556154,35.12580533386401
2019-01-07,35.2381477355957,35.452537360060994,34.7545852369162,35.42156912174751,219111200,37.88857707977295,34.92097154093217
